game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description
GAME-ID,Season that this data sets belongs to.,"Game Date","Away Team'sFive-Men Lineup(Players On The Court)1","Away Team'sFive-Men Lineup(Players On The Court)2","Away Team'sFive-Men Lineup(Players On The Court)3","Away Team'sFive-Men Lineup(Players On The Court)4","Away Team'sFive-Men Lineup(Players On The Court)5","Home Team'sFive-Men Lineup(Players On The Court)1","Home Team'sFive-Men Lineup(Players On The Court)2","Home Team'sFive-Men Lineup(Players On The Court)3","Home Team'sFive-Men Lineup(Players On The Court)4","Home Team'sFive-Men Lineup(Players On The Court)5",Period of the game that the the event described in that row actually occurred.,Accumulated score of away team at that moment in the game,Accumulated score of home team at that moment in the game,Remaining time in the period,Time passed since the period has started.,Duration of the event described in that row.,All events in a game has an id number,The team that has executed the described event,"Various types of events (fouls, freethrows, turnovers etc.)",The player who made the assist if the event is an assisted field goal.,Player of away team who is participating in a jumpball,Player of home team who is participating in a jumpball,Player who blocked a shot,Player who checks in the game,Player who checks out the game,"Freethrows in an order (first, second, third...)",Player who has drawn a foul.,How many free throws are going to be shoot,Player who made this event,Points scored within the event,Player who grabbed the ball after an event.,More details on how the event happened,Shot made or missed,Player who steals the ball,Various types of events occurs in a game,Shot distance (feet),X axis value of the shot,Y axis value of the shot,"X axis value converted to X coordinate on an standard NBA court (94 feet long and 50 feet wide)","Y axis value converted to Y coordinate on an standard NBA court (94 feet long and 50 feet wide)",Description of the play
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:12:00,00:00:00,00:00:00,2,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:12:00,00:00:00,00:00:00,4,LAL,jump ball,,Brook Lopez,JaVale McGee,,,,,,,JaVale McGee,,LeBron James,,,,jump ball,,,,,,Jump Ball McGee vs. Lopez: Tip to James
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:47,00:00:13,00:00:13,7,LAL,miss,,,,,,,,,,Anthony Davis,0,,,missed,,3PT Jump Shot,26,151,205,40.1,68.5,MISS Davis 25' 3PT Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:45,00:00:15,00:00:02,8,LAL,rebound,,,,,,,,,,JaVale McGee,,,,,,rebound offensive,,,,,,McGee REBOUND (Off:1 Def:0)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:43,00:00:17,00:00:02,9,LAL,miss,,,,,,,,,,Avery Bradley,0,,,missed,,3PT Jump Shot,23,-229,36,2.1,85.4,MISS Bradley  3PT Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:41,00:00:19,00:00:02,10,MIL,rebound,,,,,,,,,,,,,,,,rebound defensive,,,,,,Bucks Rebound
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:41,00:00:19,00:00:00,11,LAL,foul,,,,,,,,Giannis Antetokounmpo,,JaVale McGee,,,l.b.foul,,,l.b.foul,,,,,,McGee L.B.FOUL (P1.T1) (M.Ayotte)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:28,00:00:32,00:00:13,13,MIL,miss,,,,,,,,,,Eric Bledsoe,0,,,missed,,3PT Jump Shot,28,-49,271,29.9,32.1,MISS Bledsoe 28' 3PT Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:25,00:00:35,00:00:03,14,LAL,rebound,,,,,,,,,,JaVale McGee,,,,,,rebound defensive,,,,,,McGee REBOUND (Off:1 Def:1)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:17,00:00:43,00:00:08,15,LAL,miss,,,,,,,,,,Danny Green,0,,,missed,,3PT Jump Shot,28,179,214,42.9,67.6,MISS Green 28' 3PT Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:15,00:00:45,00:00:02,16,MIL,rebound,,,,,,,,,,Giannis Antetokounmpo,,,,,,rebound defensive,,,,,,Antetokounmpo REBOUND (Off:0 Def:1)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:07,00:00:53,00:00:08,17,MIL,miss,,,,,,,,,,Eric Bledsoe,0,,,missed,,Floating Jump Shot,8,38,73,21.2,12.3,MISS Bledsoe 8' Floating Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:11:05,00:00:55,00:00:02,18,LAL,rebound,,,,,,,,,,Danny Green,,,,,,rebound defensive,,,,,,Green REBOUND (Off:0 Def:1)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:10:58,00:01:02,00:00:07,19,LAL,miss,,,,,,,,,,LeBron James,0,,,missed,,Pullup Jump Shot,18,93,154,34.3,73.6,MISS James 18' Pullup Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,0,0,00:10:56,00:01:04,00:00:02,20,MIL,rebound,,,,,,,,,,Giannis Antetokounmpo,,,,,,rebound defensive,,,,,,Antetokounmpo REBOUND (Off:0 Def:2)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,2,0,00:10:51,00:01:09,00:00:05,21,MIL,shot,,,,,,,,,,Giannis Antetokounmpo,2,,,made,,Running Layup,2,-19,14,26.9,6.4,Antetokounmpo 2' Running Layup (2 PTS)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,2,0,00:10:51,00:01:09,00:00:00,22,LAL,foul,,,,,,,,Giannis Antetokounmpo,,Anthony Davis,,,s.foul,,,s.foul,,,,,,Davis S.FOUL (P1.T2) (K.Fitzgerald)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,3,0,00:10:51,00:01:09,00:00:00,25,MIL,free throw,,,,,,,1,,1,Giannis Antetokounmpo,1,,,made,,Free Throw 1 of 1,,,,,,Antetokounmpo Free Throw 1 of 1 (3 PTS)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,3,0,00:10:38,00:01:22,00:00:13,27,LAL,turnover,,,,,,,,,,Anthony Davis,,,bad pass,,Eric Bledsoe,bad pass,,,,,,Davis Bad Pass Turnover (P1.T1): Bledsoe STEAL (1 STL)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,3,0,00:10:35,00:01:25,00:00:03,28,LAL,foul,,,,,,,,Giannis Antetokounmpo,,JaVale McGee,,,s.foul,,,s.foul,,,,,,McGee S.FOUL (P2.T3) (M.Ayotte)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,4,0,00:10:35,00:01:25,00:00:00,30,MIL,free throw,,,,,,,1,,2,Giannis Antetokounmpo,1,,,made,,Free Throw 1 of 2,,,,,,Antetokounmpo Free Throw 1 of 2 (4 PTS)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,5,0,00:10:35,00:01:25,00:00:00,31,MIL,free throw,,,,,,,2,,2,Giannis Antetokounmpo,1,,,made,,Free Throw 2 of 2,,,,,,Antetokounmpo Free Throw 2 of 2 (5 PTS)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,5,0,00:10:18,00:01:42,00:00:17,92,LAL,miss,,,,,,,,,,Danny Green,0,,,missed,,Driving Floating Jump Shot,10,-32,99,21.8,79.1,MISS Green 10' Driving Floating Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,5,0,00:10:16,00:01:44,00:00:02,93,LAL,rebound,,,,,,,,,,JaVale McGee,,,,,,rebound offensive,,,,,,McGee REBOUND (Off:2 Def:1)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,5,2,00:10:16,00:01:44,00:00:00,32,LAL,shot,,,,,,,,,,JaVale McGee,2,,,made,,Tip Dunk Shot,2,-12,15,23.8,87.5,McGee 2' Tip Dunk Shot (2 PTS)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,2,00:09:47,00:02:13,00:00:29,34,MIL,shot,Eric Bledsoe,,,,,,,,,Giannis Antetokounmpo,2,,,made,,Cutting Dunk Shot,1,2,6,24.8,5.6,Antetokounmpo 1' Cutting Dunk Shot (7 PTS) (Bledsoe 1 AST)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,2,00:09:33,00:02:27,00:00:14,37,LAL,turnover,,,,,,,,,,Avery Bradley,,,bad pass,,Eric Bledsoe,bad pass,,,,,,Bradley Bad Pass Turnover (P1.T2): Bledsoe STEAL (2 STL)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,2,00:09:27,00:02:33,00:00:06,38,MIL,miss,,,,,,,,,,Wesley Matthews,0,,,missed,,3PT Jump Shot,23,-228,41,47.8,9.1,MISS Matthews  3PT Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,2,00:09:26,00:02:34,00:00:01,39,LAL,rebound,,,,,,,,,,JaVale McGee,,,,,,rebound defensive,,,,,,McGee REBOUND (Off:2 Def:2)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,2,00:09:16,00:02:44,00:00:10,40,MIL,foul,,,,,,,,LeBron James,,Wesley Matthews,,,p.foul,,,p.foul,,,,,,Matthews P.FOUL (P1.T1) (K.Fitzgerald)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,2,00:09:06,00:02:54,00:00:10,42,LAL,miss,,,,,,,,,,Anthony Davis,0,,,missed,,Driving Floating Jump Shot,4,11,38,26.1,85.2,MISS Davis 4' Driving Floating Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,2,00:09:05,00:02:55,00:00:01,43,MIL,rebound,,,,,,,,,,Wesley Matthews,,,,,,rebound defensive,,,,,,Matthews REBOUND (Off:0 Def:1)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,2,00:08:57,00:03:03,00:00:08,44,MIL,miss,,,,,,,,,,Giannis Antetokounmpo,0,,,missed,,3PT Pullup Jump Shot,28,-29,273,27.9,32.3,MISS Antetokounmpo 27' 3PT Pullup Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,2,00:08:55,00:03:05,00:00:02,45,LAL,rebound,,,,,,,,,,JaVale McGee,,,,,,rebound defensive,,,,,,McGee REBOUND (Off:2 Def:3)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,7,5,00:08:48,00:03:12,00:00:07,46,LAL,shot,LeBron James,,,,,,,,,Danny Green,3,,,made,,3PT Pullup Jump Shot,27,-171,207,7.9,68.3,Green 27' 3PT Pullup Jump Shot (3 PTS) (James 1 AST)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,10,5,00:08:30,00:03:30,00:00:18,48,MIL,shot,Giannis Antetokounmpo,,,,,,,,,Brook Lopez,3,,,made,,3PT Jump Shot,25,236,92,1.4,14.2,Lopez 25' 3PT Jump Shot (3 PTS) (Antetokounmpo 1 AST)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,10,5,00:08:17,00:03:43,00:00:13,50,LAL,miss,,,,,,,,,,Avery Bradley,0,,,missed,,3PT Pullup Jump Shot,26,-119,231,13.1,65.9,MISS Bradley 26' 3PT Pullup Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,10,5,00:08:12,00:03:48,00:00:05,51,MIL,rebound,,,,,,,,,,Giannis Antetokounmpo,,,,,,rebound defensive,,,,,,Antetokounmpo REBOUND (Off:0 Def:3)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,12,5,00:08:10,00:03:50,00:00:02,52,MIL,shot,,,,,,,,,,Giannis Antetokounmpo,2,,,made,,Running Layup,2,13,11,23.7,6.1,Antetokounmpo 2' Running Layup (9 PTS)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,12,5,00:08:10,00:03:50,00:00:00,53,LAL,foul,,,,,,,,Giannis Antetokounmpo,,Anthony Davis,,,s.foul,,,s.foul,,,,,,Davis S.FOUL (P2.T4) (K.Fitzgerald)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:08:10,00:03:50,00:00:00,55,MIL,free throw,,,,,,,1,,1,Giannis Antetokounmpo,1,,,made,,Free Throw 1 of 1,,,,,,Antetokounmpo Free Throw 1 of 1 (10 PTS)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:08:01,00:03:59,00:00:09,57,MIL,foul,,,,,,,,,,Giannis Antetokounmpo,,,,,,unknown,,,,,,Bucks T.Foul (Def. 3 Sec Antetokounmpo ) (J.Goldenberg)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:08:01,00:03:59,00:00:00,58,LAL,free throw,,,,,,,,,,Anthony Davis,0,,,missed,,Free Throw Technical,,,,,,MISS Davis Free Throw Technical
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:08:01,00:03:59,00:00:00,59,LAL,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,LAKERS Rebound
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:48,00:04:12,00:00:13,61,LAL,turnover,,,,,,,,,,Avery Bradley,,,bad pass,,Wesley Matthews,bad pass,,,,,,Bradley Bad Pass Turnover (P2.T3): Matthews STEAL (1 STL)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:42,00:04:18,00:00:06,62,MIL,miss,,,,,,,,,,Khris Middleton,0,,,missed,,3PT Jump Shot,27,-172,204,42.2,25.4,MISS Middleton 27' 3PT Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:39,00:04:21,00:00:03,63,LAL,rebound,,,,,,,,,,JaVale McGee,,,,,,rebound defensive,,,,,,McGee REBOUND (Off:2 Def:4)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:37,00:04:23,00:00:02,64,MIL,foul,,,,,,,,LeBron James,,Giannis Antetokounmpo,,,p.foul,,,p.foul,,,,,,Antetokounmpo P.FOUL (P1.T2) (M.Ayotte)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:29,00:04:31,00:00:08,66,LAL,miss,,,,,,,,,,LeBron James,0,,,missed,,3PT Pullup Jump Shot,28,-92,265,15.8,62.5,MISS James 28' 3PT Pullup Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:27,00:04:33,00:00:02,67,MIL,rebound,,,,,,,,,,Giannis Antetokounmpo,,,,,,rebound defensive,,,,,,Antetokounmpo REBOUND (Off:0 Def:4)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:22,00:04:38,00:00:05,69,MIL,turnover,,,,,,,,,,Eric Bledsoe,,,bad pass,,JaVale McGee,bad pass,,,,,,McGee STEAL (1 STL): Bledsoe Bad Pass Turnover (P1.T1)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:19,00:04:41,00:00:03,70,LAL,miss,,,,,,,,,,Danny Green,0,,,missed,,3PT Running Jump Shot,27,-105,251,14.5,63.9,MISS Green 27' 3PT Running Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:17,00:04:43,00:00:02,74,MIL,rebound,,,,,,,,,,Brook Lopez,,,,,,rebound defensive,,,,,,Lopez REBOUND (Off:0 Def:1)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:08,00:04:52,00:00:09,71,LAL,jump ball,,Wesley Matthews,Danny Green,,,,,,,Danny Green,,LeBron James,,,,jump ball,,,,,,Jump Ball Green vs. Matthews: Tip to James
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:07:08,00:04:52,00:00:00,156,MIL,turnover,,,,,,,,,,Brook Lopez,,,,,Danny Green,lost ball,,,,,,Green STEAL (1 STL): Lopez Lost Ball Turnover (P1.T2)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:06:57,00:05:03,00:00:11,75,LAL,miss,,,,,,,,,,Anthony Davis,0,,,missed,,3PT Jump Shot,26,32,260,28.2,63,MISS Davis 26' 3PT Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:06:53,00:05:07,00:00:04,76,MIL,rebound,,,,,,,,,,Eric Bledsoe,,,,,,rebound defensive,,,,,,Bledsoe REBOUND (Off:0 Def:1)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:06:49,00:05:11,00:00:04,77,MIL,miss,,,,,,,,,,Eric Bledsoe,0,,,missed,,3PT Jump Shot,26,143,216,10.7,26.6,MISS Bledsoe 26' 3PT Jump Shot
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:06:46,00:05:14,00:00:03,78,LAL,rebound,,,,,,,,,,JaVale McGee,,,,,,rebound defensive,,,,,,McGee REBOUND (Off:2 Def:5)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:06:35,00:05:25,00:00:11,79,LAL,foul,,,,,,,,Wesley Matthews,,LeBron James,,,,,,offensive charge foul,,,,,,James Offensive Charge Foul (P1.PN) (J.Goldenberg)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:06:35,00:05:25,00:00:00,82,LAL,turnover,,,,,,,,,,LeBron James,,,,,,offensive foul turnover,,,,,,James Offensive Foul Turnover (P1.T4)
'0021900939,2019-20 Regular Season,06/03/2020,Brook Lopez,Giannis Antetokounmpo,Eric Bledsoe,Wesley Matthews,Khris Middleton,JaVale McGee,LeBron James,Anthony Davis,Avery Bradley,Danny Green,1,13,5,00:06:35,00:05:25,00:00:00,82,LAL,timeout,,,,,,,,,,,,,,,,timeout: regular,,,,,,LAKERS Timeout: Regular (Full 1 Short 0)
